category,top_keys
娛樂,"[('金賽綸', 21), ('金城武', 15), ('范瑋琪', 15), ('黃安', 14), ('柯文哲', 10), ('李敖', 9), ('蔡詩萍', 8), ('李珠珢', 8), ('李茂山', 8), ('姚元浩', 8), ('蔡琴', 7), ('李珠', 7), ('梁朝偉', 7), ('江宏傑', 7), ('張家輝', 7), ('李鎮浩', 6), ('金秀賢', 6), ('包偉銘', 6), ('王思佳', 6), ('汪小菲', 6), ('張天霖', 6), ('包偉', 5), ('Julie', 5), ('大S', 5), ('詹惟', 5), ('湯唯', 5), ('虞書欣', 5), ('賴慧如', 4), ('宥勝', 4), ('詹惟中', 4), ('朴寶劍', 4), ('劉嘉玲', 4), ('白敬亭', 4), ('張學友', 4), ('劉彥池', 3), ('李鎮', 3), ('蔡維歆', 3), ('白安', 3), ('Mandy', 3), ('小S', 3), ('蕭彤雯', 3), ('郭彥甫', 3), ('IU', 3), ('金銀淑', 3), ('張凌赫', 3), ('陳竹昇', 3), ('陳漫', 2), ('金城', 2), ('林淑容', 2), ('小禎', 2), ('古天樂', 2), ('潘鈺楨', 2), ('劉家銘', 2), ('川普', 2), ('郭泓志', 2), ('莎莎', 2), ('趙浩雲', 2), ('顧少強', 2), ('東森超視', 2), ('于美人', 2), ('李明川', 2), ('微博', 2), ('妮妮', 2), ('吳姍儒', 2), ('朴海俊', 2), ('李應福', 2), ('李秉憲', 2), ('趙震雄', 2), ('李帝勳', 2), ('朴海英', 2), ('孔劉', 2), ('田雨', 2), ('郭鵬飛', 2), ('唐奇', 2), ('章若楠', 2), ('李哲藝', 2), ('天霖哥', 2), ('郭嘉柔', 1), ('林志穎', 1), ('吳奇隆', 1), ('城武', 1), ('阿武', 1), ('muji怒', 1), ('蕭廷芬', 1), ('陳昱羲', 1), ('hashtag ', 1), ('游明哲', 1), ('蔣萬安', 1), ('韓職', 1), ('PO', 1), ('阿珠', 1), ('恩綺', 1), ('蔣季', 1), ('柯P', 1), ('劉邦', 1), ('巫啟賢', 1), ('張克帆', 1), ('康茵茵', 1), ('劉青雲', 1), ('梁家輝', 1), ('高圓圓', 1), ('任賢', 1), ('金賽', 1), ('賽綸', 1), ('馬賽克', 1), ('曹承衍', 1), ('金秀', 1), ('鍾智凱', 1), ('李茂', 1), ('狄志', 1), ('狄志為', 1), ('露西（Lucy Markovic', 1), ('露西', 1), ('郭哥', 1), ('老鳥郭泓志', 1), ('思佳', 1), ('徐熙媛', 1), ('馬筱梅', 1), ('自微博', 1), ('錢通通', 1), ('屈中', 1), ('夏宇童', 1), ('屈宗恆', 1), ('范瑋', 1), ('范范', 1), ('安可環', 1), ('鄭孟晃', 1), ('吳惠菁', 1), ('徐熙娣', 1), ('吳姍', 1), ('林谷苑', 1), ('蕭彤', 1), ('郭彥', 1), ('彥甫', 1), ('何戎', 1), ('\n▲郭彥', 1), ('周子瑜', 1), ('王木木', 1), ('東森', 1), ('文素利', 1), ('文素', 1), ('吳愛純', 1), ('梁寬植', 1), ('金泰梨', 1), ('金元錫', 1), ('金憓秀', 1), ('李材韓', 1), ('群金憓', 1), ('朴仁濟', 1), ('姜草', 1), ('柳承龍', 1), ('韓孝周', 1), ('趙寅成', 1), ('高允貞', 1), ('李正河', 1), ('李善均', 1), ('尹胎鎬', 1), ('姜素拉', 1), ('李聖旻', 1), ('姜河那', 1), ('卞耀漢', 1), ('申恩廷', 1), ('未生', 1), ('申元浩', 1), ('李祐汀', 1), ('李惠利', 1), ('柳俊烈', 1), ('高庚杓', 1), ('柳惠英', 1), ('李東輝', 1), ('平淡', 1), ('李棟旭', 1), ('金高銀', 1), ('劉寅娜', 1), ('陸星材', 1), ('池恩倬', 1), ('beauty', 1), ('阿詹和麗莎', 1), ('阿詹', 1), ('麗莎', 1), ('李安想', 1), ('攝自微博', 1), ('張愛玲', 1), ('王佳芝', 1), ('鄭昊', 1), ('梁錦秋', 1), ('趙明達', 1), ('高冷醫生', 1), ('黎小蓮', 1), ('蘇橙橙', 1), ('雁回', 1), ('莊寒雁本', 1), ('侯門千金', 1), ('傅雲夕', 1), ('\n張凌赫', 1), ('沈惜凡', 1), ('丁禹', 1), ('國王', 1), ('衛枝', 1), ('劉梓懿', 1)]"
國際,"[('川普', 308), ('盧特尼克', 32), ('澤倫斯基', 25), ('麥克羅伊', 20), ('特朗普', 19), ('馬斯克', 18), ('凱沙普', 17), ('習近平', 13), ('鄭世杰', 12), ('丹尼', 10), ('尹錫悅', 10), ('王克璋', 10), ('阿布雷戈', 9), ('祖克柏', 9), ('納瓦洛', 9), ('王婷', 9), ('米勒', 8), ('阿林', 8), ('馬克宏', 7), ('尹錫', 7), ('哈瑪斯', 7), ('葛里爾', 7), ('黃韻璇', 7), ('陳善莊', 6), ('凱洛格', 6), ('\n川普', 6), ('波索納洛', 6), ('\n澤倫斯基', 5), ('龔薩雷茲', 5), ('劉振亞', 5), ('伍茲', 5), ('夏皮洛', 5), ('特朗', 5), ('連國程', 5), ('何宏儒', 5), ('唐嘉鴻', 5), ('倫斯基', 4), ('達里歐', 4), ('劉文瑜', 4), ('霍利', 4), ('蘭姆', 4), ('陳昱婷', 4), ('朗普', 4), ('尼坦雅胡', 4), ('戚海倫', 4), ('梅爾', 4), ('卡薩普', 4), ('普拉伯沃', 4), ('福斯特', 4), ('巴巴貝拉', 3), ('古特瑞斯', 3), ('普丁', 3), ('阿布雷戈賈西亞', 3), ('布格磊', 3), ('紀錦玲', 3), ('蘇梅', 3), ('李佩珊', 3), ('蔡佳敏', 3), ('隆巴德', 3), ('屈享平', 3), ('賀錦麗', 3), ('曾依璇', 3), ('葉爾馬克', 3), ('黎建忠', 3), ('介文汲', 3), ('巴爾默', 3), ('唐納德·特朗普', 3), ('哈登', 3), ('李海波', 3), ('顏擇雅', 3), ('毛澤東', 3), ('安安', 3), ('郭文貴', 3), ('溫恩－威廉斯', 3), ('阮慕驊', 3), ('杜均浩', 3), ('何丹曦', 2), ('石破茂', 2), ('魏科夫', 2), ('郭彥伯', 2), ('岸本', 2), ('東森', 2), ('鄭永佳', 2), ('趙靖桉', 2), ('李浩然', 2), ('03', 2), ('賈西亞', 2), ('徐崇哲', 2), ('Keith Kellogg', 2), ('俄羅斯', 2), ('尹錫悅方', 2), ('諾波亞', 2), ('吳大任', 2), ('陳亦偉', 2), ('盧比歐', 2), ('嚴思祺', 2), ('戴志言', 2), ('達里', 2), ('威廉斯', 2), ('伊隆', 2), ('耶穌', 2), ('Andriy Yermak', 2), ('馬利斯基', 2), ('崔天凱', 2), ('王令浚', 2), ('羅斯', 2), ('查多', 2), ('柯瑞', 2), ('貝森特', 2), ('亞馬遜', 2), ('蒙托亞', 2), ('洛佩茲', 2), ('伍鳳嫦', 2), ('蘭達', 2), ('溫-威廉斯', 2), ('華倫', 2), ('彭淇昀', 2), ('聖枝主日', 2), ('張碧珊', 2), ('史蒂芬米勒', 2), ('赫格塞斯', 2), ('塔提阿娜', 2), ('哈塞特', 2), ('蘇米', 2), ('趙明昊', 2), ('希特勒', 2), ('溫恩', 2), ('\n霍利', 2), ('蕭光偉', 2), ('阿慶', 2), ('達里奧', 2), ('莉莉', 2), ('丹艾夫斯', 2), ('陳慈', 2), ('杜父', 2), ('陳正健', 2), ('瓦斯瓦尼', 2), ('廣末涼', 1), ('烏克蘭蘇米', 1), ('Vladimir Putin', 1), ('杜雅里克', 1), ('劉淑琴', 1), ('Takuya ', 1), ('Georgia', 1), ('\n馬修', 1), ('王木木', 1), ('貝賽(Bayside', 1), ('基督', 1), ('劉男', 1), ('塞卡拉', 1), ('賽高中', 1), (' High Sc', 1), ('希尼斯 ', 1), ('川普明天', 1), ('薩爾瓦多', 1), ('Nayib Bukele', 1), ('\n川', 1), ('梅爾茨', 1), ('蕭茲', 1), ('Olaf Scholz', 1), ('凱爾', 1), ('Keir Starmer', 1), ('克宏', 1), ('馮德萊恩', 1), ('Ursula von der Leyen', 1), ('廖禹揚', 1), ('尹甲根', 1), ('金龍', 1), ('崔載海', 1), ('厄瓜多', 1), ('菲律賓', 1), ('戴岑潔', 1), (' Trump', 1), ('140414', 1), ('譚德', 1), ('德克', 1), ('Khalil Al-Deqran) ', 1), ('拜登', 1), ('巴貝拉', 1), ('Peter Nava', 1), ('特斯拉', 1), ('瓦拉', 1), ('n Vara', 1), ('李威特', 1), ('亞亞', 1), ('振亞', 1), ('于北辰', 1), ('提爾曼', 1), ('格林尼', 1), ('普欽', 1), ('Palm Sunday', 1), ('連斯基', 1), ('澤連斯基', 1), ('前推特', 1), ('蘇梅平民', 1), ('克利福洛', 1), ('王毅', 1), ('魯比歐', 1), ('瓦爾', 1), ('6博蒂', 1)]"
政治,"[('蔣萬安', 45), ('川普', 37), ('卓榮泰', 32), ('柯文哲', 31), ('賴清德', 29), ('柯建銘', 29), ('簡舒培', 18), ('黃國昌', 17), ('羅智強', 14), ('傅崐萁', 13), ('吳思瑤', 12), ('曹興誠', 12), ('鄭英耀', 12), ('盧秀燕', 12), ('謝龍介', 12), ('陳佩琪', 10), ('李敖', 9), ('徐巧芯', 9), ('尹錫悅', 9), ('陳怡君', 9), ('朱立倫', 9), ('王鴻薇', 8), ('賴士葆', 8), ('李彥秀', 8), ('溫朗東', 8), ('黃仁', 8), ('張惇涵', 8), ('吳沛憶', 7), ('蔡正元', 7), ('特朗普', 7), ('吳釗燮', 7), ('陳菊', 7), ('林右昌', 7), ('黃捷', 7), ('許淑華', 7), ('柯志恩', 7), ('鄭南榕', 6), ('盧特尼克', 6), ('達里歐', 6), ('吳宗憲', 6), ('史雪燕', 6), ('侯友宜', 6), ('張惠霖', 6), ('吳崢', 6), ('廖偉翔', 6), ('郭國文', 6), ('李美妍', 5), ('劉思吟', 5), ('趙春山', 5), ('鄭文燦', 5), ('許芷瑜', 5), ('蔡英文', 5), ('尹錫', 5), ('王金平', 5), ('亞亞', 5), ('張啓楷', 5), ('陳玉珍', 5), ('何美鄉', 5), ('劉世芳', 4), ('李孝亮', 4), ('林智群', 4), ('吳子嘉', 4), ('孫立婷', 4), ('蕭美琴', 4), ('李鴻典', 4), ('林楚茵', 4), ('陳淑華', 4), ('江啟臣', 4), ('帕帕羅', 4), ('羅旺哲', 4), ('夏立言', 3), ('普丁', 3), ('特朗', 3), ('朗普', 3), ('毛澤東', 3), ('蔣經國', 3), ('蔣介石', 3), ('馬英九', 3), ('雪燕', 3), ('虞積學', 3), ('李彥', 3), ('邱泰源', 3), ('徐榛蔚', 3), ('徐德芬', 3), ('黃敏惠', 3), ('謝宜瑾', 3), ('韓國瑜', 3), ('陳智菡', 3), ('楊宗珉', 3), ('洪申翰', 3), ('倪樂索尼', 3), ('林佳龍', 3), ('顏一軒', 2), ('徐子為', 2), ('林秉文', 2), ('蒙托亞', 2), ('洛佩茲', 2), ('習近平', 2), ('桑切斯', 2), ('何仁傑', 2), ('移青', 2), ('李依靜', 2), ('廖奕淳', 2), ('麥克風', 2), ('游淑慧', 2), ('葉元之', 2), ('史書華', 2), ('劉男', 2), ('趙少康', 2), ('蘇瑞文', 2), ('張雅琳', 2), ('張奕春', 2), ('澤倫斯基', 2), ('許順德', 2), ('葉元', 2), ('黃守達', 2), ('羅美玲', 2), ('陳雪生', 2), ('林憶君', 2), ('周三', 2), ('周四', 2), ('石破茂', 2), ('帕羅', 2), ('麥玉珍', 2), ('舒斯特', 2), ('蔡依橙', 2), ('王滬寧', 2), ('右昌', 2), ('陳冠安', 2), ('埃爾森特', 2), ('林宜瑾', 2), ('周菊芬', 2), ('黃帝穎', 2), ('賴清', 1), ('蔣季', 1), ('柯P', 1), ('劉邦', 1), ('蕭廷芬', 1), ('李孝', 1), ('川寶', 1), ('汪葛雷', 1), ('舒培', 1), ('川普列', 1), ('萬安', 1), ('蔣萬安高分貝', 1), ('陳賢蔚', 1), ('N年', 1), ('蔣萬', 1), ('清德', 1), ('蕭宥宸', 1), ('宋濤', 1), ('柯頓', 1), ('張善政', 1), ('蘇貞昌', 1), ('黃彥翔', 1), ('高大成', 1), ('李汶臻', 1), ('李文宗', 1), ('橘子', 1), ('芷瑜', 1), ('鍾文智', 1), ('翁履中', 1), ('安娜・伍茲', 1), ('伍茲', 1), ('凱西', 1), ('達吉特（Target', 1), ('沃爾瑪（Walmart', 1), ('亞馬遜', 1), ('賈西', 1), ('Andy Jassy）', 1), ('亞馬遜（Amazon', 1), ('麥可・岡瑟', 1), ('博斯特詹西奇', 1), ('Donald Trump', 1), ('nchez', 1), ('毛寧', 1), ('佩琪', 1), ('王世堅', 1), ('阿堅', 1), ('游錫堃', 1), ('吳尚雨', 1), ('劉千萍', 1), ('梁文傑', 1), ('羅欣怡', 1), ('侯水文', 1), ('廖力廷', 1), ('廖俊松', 1), ('廖嘉興', 1), ('陳家祥', 1), ('陳芷萍', 1), ('林俊祐', 1), ('游明哲', 1), ('張學良', 1), ('楊虎城', 1), ('高玉樹', 1), ('陳水扁', 1), ('謝長廷', 1), ('林正杰', 1), ('費希平', 1), ('高正', 1)]"
